Country,XGB_test_R2,XGB_test_RMSE,XGB_test_NRMSE
Afghanistan,0.9917991167187804,2.1578605258233137,1.0436439716667538
Madagascar,0.9903859002311538,0.9580212384213456,0.4633446315190724
Gambia,0.9864147456130774,1.9088905210388936,0.9232302370858477
Mali,0.9838739479261124,2.838684990791362,1.3729230608961407
Morocco,0.9835525517950556,3.025642557957258,1.4633446315190726
