Country,XGB_test_R2,XGB_test_MAE,XGB_test_RMSE
Afghanistan,0.9917991167187804,1.7506535236652074,2.1578605258233137
Madagascar,0.9903859002311538,0.7394057944968894,0.9580212384213456
Gambia,0.9864147456130774,1.5679203828175858,1.9088905210388936
Mali,0.9838739479261124,2.2071619528311266,2.838684990791362
Morocco,0.9835525517950556,2.287370484215871,3.025642557957258
