Country,XGB_test_R2,XGB_test_RMSE,y_range,XGB_test_NRMSE
Ethiopia,0.7788765485892809,7.535274308984827,68.7,0.10968375995611102
Niger,0.7546517454975389,8.406773074136298,63.2,0.13301856129962497
Morocco,0.6736186088127832,13.478173765038877,85.0,0.15856675017692795
Senegal,0.6021102783879584,8.398577237635939,58.900000000000006,0.14259044546071203
Benin,0.5797770586752067,4.672660695201068,36.599999999999994,0.1276683250054937
